ZCTA,total_arrests,felonies,misdemeanors,violations,AMERICAN INDIAN/ALASKAN NATIVE,ASIAN / PACIFIC ISLANDER,BLACK,BLACK HISPANIC,UNKNOWN,WHITE,WHITE HISPANIC,total_pop,white_count,black_count,native_count,asian_count,hispanic_count,median_income,below_poverty,pct_white,pct_black,pct_native,pct_asian,pct_hispanic,arrest_rate_per_1000,HISPANIC_ARRESTS,black_arrest_rate_per_1000,white_arrest_rate_per_1000,asian_pacific_islander_arrest_rate_per_1000,american_indian/alaskan_native_arrest_rate_per_1000,hispanic_arrest_rate_per_1000
10463,1803,545,1242,2,2,25,565,433,39,163,576,69373.0,20522.0,8331.0,217.0,2634.0,34773.0,72952.0,13246.0,0.2958211407896444,0.1200899485390569,0.0031280181050264,0.0379686621596298,0.5012468827930174,25.989938448675996,1009,67.81898931700876,7.9426956436994445,9.491268033409265,9.216589861751151,29.016765881574784
10464,60,15,45,0,0,1,16,10,0,9,24,4273.0,2491.0,33.0,0.0,91.0,1400.0,100306.0,253.0,0.5829627896091739,0.0077229113035338,0.0,0.0212965129885326,0.3276386613620407,14.04165691551603,34,484.8484848484849,3.6130068245684464,10.989010989010989,,24.285714285714285
10465,1284,506,772,1,5,48,411,186,22,130,482,46457.0,16381.0,4421.0,61.0,2617.0,21438.0,90255.0,6168.0,0.3526056353186818,0.0951632692597455,0.0013130421680263,0.0563316615364745,0.4614589835762102,27.63846137288245,668,92.96539244514817,7.9360234417923206,18.34161253343523,81.96721311475409,31.159623099169696
10466,2427,1187,1229,2,6,36,1705,203,29,38,410,74061.0,1681.0,44716.0,523.0,1477.0,21437.0,66328.0,14540.0,0.0226975061098283,0.6037725658578739,0.0070617463982392,0.0199430199430199,0.2894505880287871,32.77028395511808,613,38.12952858037392,22.605591909577633,24.373730534867978,11.472275334608032,28.595419135140176
10467,1844,861,965,5,5,34,907,274,28,76,520,96304.0,8398.0,27119.0,316.0,6066.0,51489.0,47806.0,25338.0,0.0872030237580993,0.2815978567868417,0.0032812759594617,0.0629880378800465,0.5346506894833029,19.147698953314507,794,33.44518603193333,9.04977375565611,5.605011539729641,15.822784810126583,15.420769484744316
10468,1660,587,1048,3,3,31,527,440,31,77,551,79825.0,2568.0,13861.0,83.0,1802.0,60755.0,46624.0,20942.0,0.0321703726902599,0.173642342624491,0.0010397745067334,0.0225743814594425,0.7611024115252114,20.795490134669592,991,38.02034485246375,29.98442367601246,17.203107658157602,36.144578313253014,16.311414698378734
10469,902,373,520,0,2,21,574,82,15,24,184,69855.0,5726.0,37833.0,223.0,4376.0,19150.0,76018.0,10226.0,0.0819697945744757,0.5415933004079879,0.0031923269629947,0.0626440483859423,0.2741392885262329,12.912461527449718,266,15.171939840879654,4.1914076143905,4.798903107861061,8.968609865470851,13.890339425587468
10470,273,120,150,0,2,3,153,36,1,26,52,15558.0,5941.0,4642.0,27.0,410.0,3700.0,81134.0,1720.0,0.3818614217765779,0.2983673994086643,0.001735441573467,0.0263530016711659,0.2378197711788147,17.547242576166603,88,32.95993106419647,4.3763676148796495,7.317073170731708,74.07407407407408,23.783783783783782
10471,123,57,64,0,0,4,47,27,1,14,30,23400.0,12301.0,1732.0,13.0,914.0,7304.0,108738.0,1265.0,0.5256837606837607,0.074017094017094,0.0005555555555555,0.039059829059829,0.3121367521367521,5.256410256410256,57,27.136258660508084,1.1381188521258434,4.3763676148796495,0.0,7.8039430449069
10472,1596,630,955,1,4,46,567,339,19,23,598,63820.0,1148.0,14613.0,60.0,5086.0,39427.0,43125.0,19923.0,0.0179880915073644,0.228972109056722,0.0009401441554371,0.0796928862425571,0.6177843936070198,25.007834534628643,937,38.80106754259906,20.034843205574912,9.044435705859222,66.66666666666667,23.76543992695361
10473,2142,1009,1113,3,4,87,959,334,20,40,698,59778.0,1007.0,20129.0,151.0,1454.0,35424.0,50609.0,14207.0,0.0168456622837833,0.3367292314898457,0.0025260129144501,0.0243233296530496,0.5925925925925926,35.8325805480277,1032,47.64270455561628,39.7219463753724,59.834938101788175,26.490066225165563,29.132791327913278
10474,479,250,224,0,0,5,190,105,2,17,160,11188.0,204.0,2764.0,58.0,18.0,7994.0,41279.0,3346.0,0.0182338219520915,0.2470504111548087,0.005184125849124,0.0016088666428316,0.7145155523775474,42.813728995352164,265,68.7409551374819,83.33333333333333,277.77777777777777,0.0,33.149862396797594
